doc_id,company_name,stock_code,grant_amount,grant_ratio,participant_count,exercise_price,market_price,discount_rate,waiting_period,validity_period
1224831097,富祥药业,300497,620.0,7.58,50,16.15,16.14,-0.06,12.0,60.0
1224906264,弘亚数控,2833,1266.0,20.96,191,11.99,15.99,25.02,12.0,60.0
1224848770,良信股份,2706,776.0,1.0,386,8.22,9.96,17.47,12.0,36.0
1224821225,北方华创,2371,1046.5975,1.0,2306,235.74,392.9,40.0,24.0,84.0
1224802424,安乃达,603350,110.625,5.0,86,39.02,38.63,-1.01,15.0,60.0
1224794179,杰创智能,301248,251.875,1.0,79,26.01,25.5,-2.0,12.0,60.0
1224755372,菲菱科思,301191,139.53,3.58,430,99.86,99.86,0.0,18.0,72.0
1224636846,运机集团,1288,498.0,1.0,31,17.32,23.09,24.99,48.0,48.0
1224635293,君实生物,688180,2617.5871,1.0,251,46.67,46.67,0.0,12.0,48.0
1224633200,德明利,1309,425.589,2.13,294,80.99,101.24,20.0,12.0,60.0
1224633025,*ST双成,2693,2000.0,29.1368,149,7.93,7.9,-0.38,12.0,48.0
1224560888,晶澳科技,2459,16177.6185,41.17,1975,9.15,12.2,25.0,12.0,60.0
1224561767,恒生电子,600570,1515.9,1.0,624,37.98,37.98,0.0,12.0,60.0
1224687306,盾安环境,2011,477.0,0.45,415,14.1,14.1,0.0,12.0,120.0
1224686434,魅视科技,1229,60.0,0.6,82,26.13,31.52,17.1,12.0,48.0
1224682345,众兴菌业,2772,1437.5,28.7786,17,6.87,9.16,25.0,12.0,60.0
1224682826,明阳智能,601615,2000.0,19.63,260,14.03,14.03,0.0,12.0,36.0
1224518013,大洋电机,2249,1560.0,1.0,715,6.12,8.16,25.0,12.0,48.0
1224519309,永冠新材,603681,580.0,19.49,112,16.1,16.1,0.0,12.0,48.0
1224672514,卡莱特,301391,180.0,1.67,308,68.57,68.56,-0.01,48.0,48.0
1224387868,盈新发展,620,5000.0,0.85,90,1.66,1.61,-3.11,12.0,48.0
1224330159,神马电力,603530,974.41,18.28,61,26.47,26.47,0.0,12.0,60.0
1224330361,鹏辉能源,300438,1560.0,1.0,319,21.59,26.98,19.98,12.0,48.0
1224650866,凯中精密,2823,96.1,42.04,11,12.6,16.79,24.96,12.0,36.0
1224651515,乐心医疗,300562,200.0,28.91,40,15.21,14.9,-2.08,12.0,36.0
1224269819,华胜天成,600410,2000.0,17.8647,8,7.9,9.86,19.88,20.0,60.0
1224215903,超讯通信,603322,1100.0,20.012,49,30.94,38.67,19.99,36.0,36.0
1224616327,柳药集团,603368,287.2,19.7,108,18.12,18.12,0.0,12.0,36.0
1224058147,海量数据,603138,1765.9962,16.3076,10,12.84,14.27,10.02,45.0,117.0
1224561796,复星医药,600196,572.61,0.2144,201,27.93,27.93,0.0,12.0,60.0
1224561923,复星医药,2196,572.61,0.2144,201,27.93,27.93,0.0,12.0,60.0
1223954372,日辰股份,603755,228.0,1.0,26,26.63,24.78,-7.47,12.0,48.0
1224462917,超图软件,300036,1050.0,4.76,351,16.38,16.3722,-0.05,12.0,60.0
1223888797,深圳新星,603978,200.0,25.0,6,13.33,16.66,19.99,12.0,36.0
1224145530,奥尼电子,301189,200.0,29.09,44,27.08,27.08,0.0,12.0,48.0
1223697465,新国都,300130,1900.0,1.58,73,25.0,21.16,-18.15,12.0,36.0
1223544845,诺德股份,600110,3500.0,2.02,124,3.41,3.49,2.29,12.0,60.0
1223496663,歌尔股份,2241,6806.0,1.95,6302,22.21,21.0,-5.76,12.0,36.0
1223490568,君逸数码,301172,500.0,4.0584,45,26.8,26.7906,-0.04,12.0,48.0
1223417952,菲沃泰,688371,465.8312,1.0,15,16.0,15.2,-5.26,12.0,60.0
1223410764,焦点科技,2315,1532.4,29.38,1153,29.04,38.72,25.0,12.0,48.0
1223848536,罗普特,688619,550.0,19.82,26,10.06,10.06,0.0,12.0,48.0
1223374233,圆通速递,600233,1130.3,20.26,140,10.52,13.15,20.0,12.0,12.0
1223380628,味知香,605089,270.0,1.0,93,19.22,23.87,19.48,12.0,60.0
1223379358,老板电器,2508,1111.94,29.0153,372,17.58,21.2,17.08,12.0,48.0
1223348592,立讯精密,2475,33913.1098,0.68,3126,25.35,31.67,19.96,12.0,84.0
1222925629,开普云,688228,150.0,19.0817,120,57.84,57.84,0.0,12.0,48.0
1222895931,璞泰来,603659,3804.7196,19.0258,262,15.43,19.28,19.97,12.0,60.0
1222881781,兆新股份,2256,15638.7825,1.0,88,2.06,2.47,16.6,12.0,60.0
1222870272,沃尔核材,2130,823.38,0.65,493,21.73,21.67,-0.28,12.0,36.0
1222870342,万东医疗,600055,1200.0,19.1318,87,15.18,16.87,10.02,12.0,60.0
1222869905,远航精密,833914,450.0,1.0,68,9.89,18.046,45.2,12.0,60.0
1222847348,瑞芯微,603893,117.0,17.09,7,137.67,172.08,20.0,12.0,48.0
1222806421,韦尔股份,603501,2000.0,17.45,3444,139.29,139.29,0.0,12.0,48.0
1222675417,万里马,300591,2028.0,1.0,65,4.46,4.46,0.0,13.0,44.0
1222431699,指南针,300803,529.09,1.0,422,91.75,91.75,0.0,15.0,39.0
1222419473,东方通,300379,1200.0,2.15,130,14.43,14.15,-1.98,12.0,36.0
1222405943,永臻股份,603381,640.0,19.9401,129,17.08,20.81,17.92,12.0,60.0
1222355473,步科股份,688160,168.49,1.0,56,65.81,65.81,0.0,12.0,60.0
1221941206,龙净环保,600388,1219603479.0,2.95,457,12.23,12.22,-0.08,12.0,60.0
1221910338,未名医药,2581,1963.46,9.47,100,12.35,12.35,0.0,16.0,40.0
1221866772,国子软件,872953,137.7175,1.0,91,34.42,43.02,19.99,12.0,36.0
1222581396,东土科技,300353,666.67,38.03,30,15.0,12.64,-18.67,12.0,48.0
1221662898,罗莱生活,2293,2337.5,2.32,148,5.86,7.32,19.95,16.0,60.0
1221641997,拓邦股份,2139,3300.0,2.65,1200,9.6,12.0,20.0,12.0,48.0
1222190255,凯盛科技,600552,1811.11,1.0,194,12.13,11.6,-4.57,24.0,72.0
1222156235,新洁能,605111,105.358,1.0,138,29.12,36.4,20.0,12.0,60.0
1221356125,播恩集团,1366,500.0,1.0,86,11.37,11.37,0.0,12.0,48.0
1221360641,朗鸿科技,836395,239.5479,1.0,25,6.73,12.34,45.46,12.0,48.0
1221344222,国晟科技,603778,5142.85,1.0,76,3.63,3.63,0.0,12.0,72.0
1221316032,志特新材,300986,800.0,21.48,191,8.1,8.1,0.0,12.0,60.0
1221790913,华谊兄弟,300027,9139.0,3.29,187,2.85,2.85,0.0,15.0,48.0
1221052621,苏 泊 尔,2032,407.225,8.488,57,37.89,50.52,25.0,48.0,48.0
1220825584,剑桥科技,603083,1560.1,13.15,794,29.48,27.73,-6.31,12.0,36.0
1221191937,普门科技,688389,1131.0,1.0,186,13.8,12.87,-7.23,12.0,48.0
1221192060,大博医疗,2901,800.0,20.76,682,23.89,23.89,0.0,12.0,48.0
1221192080,有研硅,688432,1235.0,30.69,92,9.11,8.64,-5.44,12.0,72.0
1220796380,山水比德,300844,387.84,6.0,47,29.68,29.68,0.0,12.0,36.0
1220701561,引力传媒,603598,270.0,1.01,22,9.97,12.02,17.05,36.0,36.0
1220690801,金河生物,2688,1175.0,20.52,25,2.94,3.67,19.89,12.0,36.0
1220648062,道森股份,603800,194.18,15.45,50,15.39,19.17,19.72,12.0,36.0
1220628753,豪恩汽电,301488,400.0,24.96,200,53.99,53.99,0.0,12.0,60.0
1221034336,新巨丰,301296,1451.2667,50.0,128,7.29,7.1,-2.68,12.0,36.0
1220535598,安正时尚,603839,600.0,1.0,16,4.49,4.28,-4.91,12.0,36.0
1220521701,富春股份,300299,2700.0,20.25,39,3.61,3.61,0.0,12.0,36.0
1220512975,天津普林,2134,398.92,30.0,10,8.98,8.98,0.0,12.0,36.0
1220955321,沪电股份,2463,3000.0,0.6667,626,20.22,33.69,39.98,24.0,48.0
1220872919,共达电声,2655,1800.0,6.6667,119,10.6,10.47,-1.24,12.0,60.0
1220402476,领益智造,2600,23800.0,30.38,1463,4.46,5.57,19.93,12.0,60.0
1220807216,理工能科,2322,1601.24,6.25,87,13.91,13.91,0.0,12.0,48.0
1220806891,春风动力,603129,355.0,13.19,1310,106.0,127.77,17.04,12.0,48.0
1220376685,海星股份,603115,900.0,8.89,88,9.3,11.0,15.45,12.0,48.0
1220197318,曲美家居,603818,1646.0,38.9685,91,3.56,3.4,-4.71,12.0,36.0
1220159905,小熊电器,2959,63.712,1.0275,49,47.41,63.21,25.0,12.0,36.0
1220087765,极米科技,688696,20.0,1.97,21,101.11,101.11,0.0,18.0,60.0
1220089787,天马科技,603668,920.0,13.27,155,14.96,14.96,0.0,12.0,48.0
1220061972,牧高笛,603908,63.18,1.0,32,27.69,34.61,19.99,12.0,54.0
1220378023,瑞玛精密,2976,480.0,5.0,108,17.13,17.13,0.0,15.0,60.0
1219918170,拉芳家化,603630,240.13,1.07,32,9.85,12.31,19.98,12.0,42.0
1219908494,三只松鼠,300783,243.86,19.87,96,24.02,24.02,0.0,12.0,48.0
1219879171,邦基科技,603151,1078.0,1.0,155,12.85,12.85,0.0,12.0,60.0
1219772786,锐明技术,2970,939.9,20.0673,146,21.12,26.4,20.0,12.0,48.0
1219763922,日盈电子,603286,500.0,2.0,130,15.97,16.29,1.96,12.0,60.0
1219553244,中贝通信,603220,1490.0,13.34,75,32.27,32.27,0.0,12.0,36.0
1219537254,康冠科技,1308,2666.3272,0.68,2154,26.52,25.94,-2.24,12.0,48.0
1219517956,华铁应急,603300,9900.0,13.34,532,6.22,5.93,-4.89,12.0,36.0
1219985430,东鹏控股,3012,2700.0,1.0,123,7.0,7.08,1.13,12.0,60.0
1219987034,国光连锁,605188,1600.0,1.0,142,5.95,7.44,20.03,12.0,48.0
1219426067,万向钱潮,559,6974.6,1.0,602,4.39,4.88,10.04,12.0,48.0
1219360929,唯特偶,301319,173.75,18.6,364,50.0,,,12.0,48.0
1219329394,立方控股,833030,405.0,1.0,64,8.0,10.83,26.13,12.0,48.0
1219297801,信质集团,2664,108.3,18.58,153,10.79,15.4,29.94,12.0,48.0
1219826058,鼎龙股份,300054,2500.0,1.6,296,19.03,21.14,9.98,12.0,48.0
1219839474,伟创电气,688698,430.0,13.6361,96,27.57,27.57,0.0,12.0,60.0
1219747689,亿联网络,300628,96.243,0.08,270,34.44,34.44,0.0,12.0,36.0
1219696536,兆易创新,603986,678.14,1.65,45,59.18,73.97,19.99,12.0,60.0
1219706899,祖名股份,3030,72.0,0.9016,41,12.36,14.89,16.99,12.0,36.0
1219636231,蔚蓝锂芯,2245,554.1,1.0,142,7.95,7.57,-5.02,12.0,48.0
1219622393,宁水集团,603700,180.55,0.89,85,11.41,10.85,-5.16,12.0,36.0
1218859385,纳思达,2180,4048.21,4.39,2144,22.26,19.97,-11.47,70.0,70.0
1219465836,捷邦科技,301326,72.0,5.0,72,27.6,26.65,-3.56,12.0,60.0
1218743602,达嘉维康,301126,50.0,5.0,33,13.76,12.56,-9.55,12.0,60.0
1218734321,振华重工,600320,7902.53,1.5,347,3.31,3.31,0.0,24.0,72.0
1218706667,斯瑞新材,688102,1680.0,12.59,85,12.8,12.8,0.0,15.0,72.0
1218674960,七一二,603712,2161.6,0.29,431,28.89,28.89,0.0,24.0,60.0
1218548112,欣锐科技,300745,130.0,5.0,196,31.79,29.04,-9.47,16.0,64.0
1218534994,美年健康,2044,7828.5,16.3276,360,4.29,5.99,28.38,16.0,62.0
1219221448,光智科技,300489,1056.0,7.67,156,15.53,15.53,0.0,12.0,48.0
1219199182,捷顺科技,2609,1600.0,1.0,217,8.97,8.96,-0.11,12.0,36.0
1219172862,珠海中富,659,11640.7025,11.04,60,1.89,1.796,-5.23,12.0,36.0
1219110967,海大集团,2311,3400.0,1.0,3745,29.96,39.58,24.31,12.0,48.0
1218308622,地铁设计,3013,360.009,1.1793,360,16.09,,,60.0,60.0
1218169710,中远海能,600026,2246.55,0.589,107,13.0,13.0,0.0,24.0,12.0
1218033365,奕瑞科技,688301,300.0,0.9,455,227.47,221.52,-2.69,12.0,60.0
1218004683,连城数控,835368,411.3,1.95,356,24.77,41.99,41.01,12.0,50.0
1217995536,中国天楹,35,5093.0,1.0,373,3.94,5.63,30.02,12.0,60.0
1217971572,安井食品,603345,1200.0,12.85,1462,106.03,131.3,19.25,12.0,60.0
1217971641,钧达股份,2865,423.0,1.0,450,74.99,93.73,19.99,12.0,48.0
1217971208,盈方微,670,1633.0,1.0,62,6.32,5.92,-6.76,48.0,48.0
1218332253,紫金矿业,601899,4200.0,0.16,13,12.0,11.87,-1.1,60.0,60.0
1218332266,紫金矿业,2899,4200.0,0.16,13,12.0,11.87,-1.1,60.0,60.0
1218247780,纵横通信,603602,365.0,13.19,5,15.41,15.403,-0.05,18.0,60.0
1217835309,宏川智慧,2930,578.0,15.78,191,22.28,22.28,0.0,12.0,48.0
1218192399,"创远仪器,创远信科",831961,1000.0,1.0,150,4.55,7.47,39.09,18.0,54.0
1218110702,索菱股份,2766,2689.5,0.22,25,5.19,5.08,-2.17,16.0,52.0
1218077508,亿纬锂能,300014,5825.04,1.0,44,70.0,44.03,-58.98,18.0,48.0
1217983455,金雷股份,300443,200.0,4.27,53,29.77,29.77,0.0,12.0,60.0
1217970371,天融信,2212,72.441,0.0611,27,9.26,8.9,-4.04,60.0,60.0
1217907903,神通科技,605228,2443.0,13.01,180,10.43,10.31,-1.16,12.0,60.0
1217716758,游族网络,2174,1272.0295,16.7817,359,13.22,13.22,0.0,12.0,48.0
1217719500,龙蟠科技,603906,615.0,3.09,199,11.92,13.85,13.94,12.0,36.0
1217701258,保隆科技,603197,899.35,1.0,483,45.11,56.4,20.02,36.0,36.0
1217676143,环旭电子,601231,1523.2,1.0,421,14.54,14.095,-3.16,12.0,36.0
1217238474,移远通信,603236,793.7,13.11,313,54.84,55.37,0.96,18.0,54.0
1217185589,煌上煌,2695,1500.0,16.2675,222,8.14,10.74,24.21,12.0,60.0
1217183595,先惠技术,688155,331.364,13.38,718,54.0,53.97,-0.06,12.0,60.0
1217576579,海利生物,603718,3200.0,2.8,99,9.55,9.53,-0.21,36.0,48.0
1217133288,岱勒新材,300700,228.0,1.0,34,16.57,16.57,0.0,36.0,36.0
1217500803,胜利精密,2426,10000.0,17.51,267,2.42,2.42,0.0,18.0,60.0
1217479928,飞鹿股份,300665,2238.7,12.27,68,8.62,8.27,-4.23,12.0,48.0
1217471926,闻泰科技,600745,1264.668,1.02,1903,38.59,48.24,20.0,12.0,48.0
1217468349,禾信仪器,688622,347.8,13.13,74,33.04,32.57,-1.44,12.0,48.0
1217469430,奥拓电子,2587,600.0,1.0,90,6.93,6.93,0.0,12.0,48.0
1217469409,奇安信,688561,1357.3185,1.0,921,52.01,52.01,0.0,12.0,60.0
1217013816,家家悦,603708,1480.5,1.0,372,13.1,13.1,0.0,12.0,60.0
1216978740,华体科技,603679,810.0,13.5924,98,13.93,13.92,-0.07,12.0,60.0
1216958709,法本信息,300925,229.62,1.0,68,14.9,14.9,0.0,12.0,60.0
1217275133,韵达股份,2120,3557.0,1.0,361,9.73,9.6,-1.35,20.0,60.0
1217265528,高能环境,603588,3569.664,1.0,752,9.33,9.33,0.0,12.0,60.0
1216876805,粤海饲料,1313,2750.0,1.0,246,9.03,9.03,0.0,12.0,60.0
1216875964,三孚新科,688359,450.0,1.0,9,80.0,76.33,-4.81,48.0,48.0
1216869668,苏州科达,603660,1839.32,1.53,947,7.7,7.7,0.0,12.0,36.0
1216854623,瑞茂通,600180,6690.0,6.36,143,6.28,6.28,0.0,36.0,36.0
1216701190,思源电气,2028,2200.0,1.36,477,45.7,45.7,0.0,60.0,60.0
1216657867,柳    工,528,5854.0,4.5,1100,7.2,7.2,0.0,24.0,72.0
1216667786,歌力思,603808,1340.0,1.45,490,11.04,11.04,0.0,12.0,42.0
1217056112,爱旭股份,600732,5422.978,0.67,1126,38.02,38.02,0.0,12.0,48.0
1216557087,直真科技,3007,165.5212,2.0962,68,23.1,28.31,18.4,12.0,48.0
1216441792,香飘飘,603711,1357.0,7.74,39,14.74,18.42,19.98,12.0,60.0
1216380818,遥望科技,2291,5073.579,0.52,269,14.33,15.92,9.99,12.0,48.0
1216822018,绿盟科技,300369,1942.43,5.0,469,13.54,11.44,-18.36,48.0,48.0
1216809098,华岭股份,430139,800.0,1.0,45,5.43,10.33,47.43,12.0,60.0
1216167983,悦心健康,2162,900.0,20.1,84,3.41,4.36,21.79,12.0,48.0
1216168385,爱玛科技,603529,696.0,15.8036,328,48.07,60.09,20.0,12.0,48.0
1216115804,同力股份,834599,1000.0,1.0,12,5.04,6.98,27.79,12.0,48.0
1216666794,淳中科技,603516,324.4,13.9423,221,18.03,20.03,9.99,12.0,36.0
1216561147,兴业科技,2674,1670.0,3.77,251,8.19,10.68,23.31,12.0,60.0
1216381400,振江股份,603507,122.5,1.0,15,37.06,37.06,0.0,48.0,48.0
1215457366,因赛集团,300781,100.0,21.545,112,13.03,17.47,25.41,12.0,60.0
1216301238,禾望电气,603063,2452.0,1.0,354,27.65,27.65,0.0,12.0,60.0
1216274414,神州信息,555,3717.0,19.1,259,13.64,13.64,0.0,28.0,52.0
1216281403,ST同洲,2052,5237.5,1.0,95,2.07,2.06,-0.49,12.0,60.0
1216271792,济民医疗,603222,330.0,15.58,42,12.01,12.01,0.0,12.0,60.0
1216277571,铂科新材,300811,138.7,1.686,233,90.49,90.49,0.0,12.0,60.0
1215650729,欧菲光,2456,7500.0,2.67,116,4.99,4.98,-0.2,13.0,72.0
1214945342,长园集团,600525,1830.0,2.186,112,4.97,4.98,0.2,12.0,36.0
1214826802,元隆雅图,2878,937.5,2.49,35,13.65,15.74,13.28,12.0,60.0
1214825162,神雾节能,820,3186.2261,21.63,16,3.52,5.03,30.02,12.0,36.0
